task_id,category,time_period,news_group,task_index,total_samples_in_category,samples_used_for_tasks,support_size,query_size,positive_ratio,avg_news_age,cold_samples_used,hot_samples_used
period0_hot_task23,period0_hot,0,hot,23,679312,5000,32,32,0.5625,52.49093606770833,2500.0,5000.0
period0_hot_task24,period0_hot,0,hot,24,679312,5000,32,32,0.5,25.685418255208333,2500.0,5000.0
period0_hot_task25,period0_hot,0,hot,25,679312,5000,32,32,0.375,32.653046328125,2500.0,5000.0
period0_hot_task26,period0_hot,0,hot,26,679312,5000,32,32,0.65625,390.23181056423607,2500.0,5000.0
period0_hot_task27,period0_hot,0,hot,27,679312,5000,32,32,0.40625,28.71501923611111,2500.0,5000.0
period0_hot_task28,period0_hot,0,hot,28,679312,5000,32,32,0.5,30.19899216145833,2500.0,5000.0
period0_hot_task29,period0_hot,0,hot,29,679312,5000,32,32,0.375,85.62125356770832,2500.0,5000.0
period0_hot_task30,period0_hot,0,hot,30,679312,5000,32,32,0.4375,37.087693854166666,2500.0,5000.0
period0_hot_task31,period0_hot,0,hot,31,679312,5000,32,32,0.65625,20.425121666666666,2500.0,5000.0
period0_hot_task32,period0_hot,0,hot,32,679312,5000,32,32,0.4375,30.299671866319443,2500.0,5000.0
period0_hot_task33,period0_hot,0,hot,33,679312,5000,32,32,0.34375,35.57686931423611,2500.0,5000.0
period0_hot_task34,period0_hot,0,hot,34,679312,5000,32,32,0.5625,31.793043038194444,2500.0,5000.0
period0_hot_task35,period0_hot,0,hot,35,679312,5000,32,32,0.34375,47.92558217881945,2500.0,5000.0
period0_hot_task36,period0_hot,0,hot,36,679312,5000,32,32,0.46875,29.12581262152778,2500.0,5000.0
period0_hot_task37,period0_hot,0,hot,37,679312,5000,32,32,0.5,28.862084062500003,2500.0,5000.0
period0_hot_task38,period0_hot,0,hot,38,679312,5000,32,32,0.28125,35.64053666666667,2500.0,5000.0
period0_hot_task39,period0_hot,0,hot,39,679312,5000,32,32,0.28125,33.056048706597224,2500.0,5000.0
period0_hot_task40,period0_hot,0,hot,40,679312,5000,32,32,0.59375,286.11372010416665,2500.0,5000.0
period0_hot_task41,period0_hot,0,hot,41,679312,5000,32,32,0.46875,36.06708153645833,2500.0,5000.0
period0_hot_task42,period0_hot,0,hot,42,679312,5000,32,32,0.53125,34.23299586805555,2500.0,5000.0
period0_hot_task43,period0_hot,0,hot,43,679312,5000,32,32,0.46875,24.788335399305552,2500.0,5000.0
period0_hot_task44,period0_hot,0,hot,44,679312,5000,32,32,0.34375,37.222385546874996,2500.0,5000.0
period0_hot_task45,period0_hot,0,hot,45,679312,5000,32,32,0.59375,30.440713359374996,2500.0,5000.0
period0_hot_task46,period0_hot,0,hot,46,679312,5000,32,32,0.65625,27.197476406249997,2500.0,5000.0
period0_hot_task47,period0_hot,0,hot,47,679312,5000,32,32,0.53125,134.67742495659724,2500.0,5000.0
period0_hot_task48,period0_hot,0,hot,48,679312,5000,32,32,0.46875,35.077926284722224,2500.0,5000.0
period0_hot_task49,period0_hot,0,hot,49,679312,5000,32,32,0.375,37.77413917534722,2500.0,5000.0
period0_hot_task50,period0_hot,0,hot,50,679312,5000,32,32,0.46875,23.39939048611111,2500.0,5000.0
period0_hot_task51,period0_hot,0,hot,51,679312,5000,32,32,0.40625,26.783001597222224,2500.0,5000.0
period0_hot_task52,period0_hot,0,hot,52,679312,5000,32,32,0.5,161.09720157986112,2500.0,5000.0
period0_hot_task53,period0_hot,0,hot,53,679312,5000,32,32,0.5625,27.878353333333333,2500.0,5000.0
period0_hot_task54,period0_hot,0,hot,54,679312,5000,32,32,0.5,28.509901440972225,2500.0,5000.0
period0_hot_task55,period0_hot,0,hot,55,679312,5000,32,32,0.625,134.00317932291665,2500.0,5000.0
period0_hot_task56,period0_hot,0,hot,56,679312,5000,32,32,0.5625,26.844655703125,2500.0,5000.0
period0_hot_task57,period0_hot,0,hot,57,679312,5000,32,32,0.59375,380.33666663194447,2500.0,5000.0
period0_hot_task58,period0_hot,0,hot,58,679312,5000,32,32,0.59375,21.172941371527777,2500.0,5000.0
period0_hot_task59,period0_hot,0,hot,59,679312,5000,32,32,0.4375,429.80629545138896,2500.0,5000.0
period0_hot_task60,period0_hot,0,hot,60,679312,5000,32,32,0.625,707.8492268142361,2500.0,5000.0
period0_hot_task61,period0_hot,0,hot,61,679312,5000,32,32,0.625,21.826198645833337,2500.0,5000.0
period0_hot_task62,period0_hot,0,hot,62,679312,5000,32,32,0.5625,26.090550703125,2500.0,5000.0
period0_hot_task63,period0_hot,0,hot,63,679312,5000,32,32,0.53125,30.307282126736112,2500.0,5000.0
period0_hot_task64,period0_hot,0,hot,64,679312,5000,32,32,0.59375,26.52434685763889,2500.0,5000.0
period0_hot_task65,period0_hot,0,hot,65,679312,5000,32,32,0.5,33.48745985243056,2500.0,5000.0
period0_hot_task66,period0_hot,0,hot,66,679312,5000,32,32,0.53125,25.646746397569444,2500.0,5000.0
period0_hot_task67,period0_hot,0,hot,67,679312,5000,32,32,0.5,37.15636413194444,2500.0,5000.0
period0_hot_task68,period0_hot,0,hot,68,679312,5000,32,32,0.59375,35.97017100694445,2500.0,5000.0
period0_hot_task69,period0_hot,0,hot,69,679312,5000,32,32,0.5,104.31288908854167,2500.0,5000.0
period0_hot_task70,period0_hot,0,hot,70,679312,5000,32,32,0.5,28.8001665625,2500.0,5000.0
period0_hot_task71,period0_hot,0,hot,71,679312,5000,32,32,0.375,153.33059249131946,2500.0,5000.0
period0_hot_task72,period0_hot,0,hot,72,679312,5000,32,32,0.65625,35.809024218750004,2500.0,5000.0
period0_hot_task73,period0_hot,0,hot,73,679312,5000,32,32,0.5625,1042.071787795139,2500.0,5000.0
period0_hot_task74,period0_hot,0,hot,74,679312,5000,32,32,0.375,31.33166788194444,2500.0,5000.0
period0_hot_task75,period0_hot,0,hot,75,679312,5000,32,32,0.4375,858.0068445399304,2500.0,5000.0
period0_hot_task76,period0_hot,0,hot,76,679312,5000,32,32,0.53125,31.971632265625,2500.0,5000.0
period0_hot_task77,period0_hot,0,hot,77,679312,5000,32,32,0.40625,30.420861736111114,2500.0,5000.0
period1_hot_task0,period1_hot,1,hot,0,226137,490,32,32,0.53125,28.86517839409722,245.0,490.0
period1_hot_task1,period1_hot,1,hot,1,226137,490,32,32,0.53125,36.55054868923611,245.0,490.0
period1_hot_task2,period1_hot,1,hot,2,226137,490,32,32,0.375,34.36231574652778,245.0,490.0
period1_hot_task3,period1_hot,1,hot,3,226137,490,32,32,0.5625,29.13221777777778,245.0,490.0
period1_hot_task4,period1_hot,1,hot,4,226137,490,32,32,0.4375,36.715689088541666,245.0,490.0
period1_hot_task5,period1_hot,1,hot,5,226137,490,32,32,0.5,24.61708681423611,245.0,490.0
period2_hot_task0,period2_hot,2,hot,0,124710,3608,32,32,0.5,32.32633300347222,1804.0,3608.0
period2_hot_task1,period2_hot,2,hot,1,124710,3608,32,32,0.59375,33.862941041666666,1804.0,3608.0
period2_hot_task2,period2_hot,2,hot,2,124710,3608,32,32,0.40625,37.82692377604167,1804.0,3608.0
period2_hot_task3,period2_hot,2,hot,3,124710,3608,32,32,0.5625,37.40802644097222,1804.0,3608.0
period2_hot_task4,period2_hot,2,hot,4,124710,3608,32,32,0.46875,64.78593240451389,1804.0,3608.0
period2_hot_task5,period2_hot,2,hot,5,124710,3608,32,32,0.5,46.46387589409722,1804.0,3608.0
period2_hot_task6,period2_hot,2,hot,6,124710,3608,32,32,0.53125,70.98379367187499,1804.0,3608.0
period2_hot_task7,period2_hot,2,hot,7,124710,3608,32,32,0.4375,37.170424331597225,1804.0,3608.0
period2_hot_task8,period2_hot,2,hot,8,124710,3608,32,32,0.40625,31.49307349826389,1804.0,3608.0
period2_hot_task9,period2_hot,2,hot,9,124710,3608,32,32,0.4375,39.84911775173611,1804.0,3608.0
period2_hot_task10,period2_hot,2,hot,10,124710,3608,32,32,0.46875,31.704046354166667,1804.0,3608.0
period2_hot_task11,period2_hot,2,hot,11,124710,3608,32,32,0.25,45.74003782986111,1804.0,3608.0
period2_hot_task12,period2_hot,2,hot,12,124710,3608,32,32,0.53125,244.02595823784722,1804.0,3608.0
period2_hot_task13,period2_hot,2,hot,13,124710,3608,32,32,0.59375,222.9578476996528,1804.0,3608.0
period2_hot_task14,period2_hot,2,hot,14,124710,3608,32,32,0.53125,30.030883342013887,1804.0,3608.0
period2_hot_task15,period2_hot,2,hot,15,124710,3608,32,32,0.53125,32.85662166666667,1804.0,3608.0
period2_hot_task16,period2_hot,2,hot,16,124710,3608,32,32,0.53125,30.966361258680557,1804.0,3608.0
period2_hot_task17,period2_hot,2,hot,17,124710,3608,32,32,0.46875,1034.3423826736112,1804.0,3608.0
period2_hot_task18,period2_hot,2,hot,18,124710,3608,32,32,0.53125,30.474957526041667,1804.0,3608.0
period2_hot_task19,period2_hot,2,hot,19,124710,3608,32,32,0.40625,40.33929245659722,1804.0,3608.0
period2_hot_task20,period2_hot,2,hot,20,124710,3608,32,32,0.59375,134.43714964409722,1804.0,3608.0
period2_hot_task21,period2_hot,2,hot,21,124710,3608,32,32,0.34375,42.70481717881945,1804.0,3608.0
period2_hot_task22,period2_hot,2,hot,22,124710,3608,32,32,0.46875,32.587580208333335,1804.0,3608.0
period2_hot_task23,period2_hot,2,hot,23,124710,3608,32,32,0.65625,23.224076519097224,1804.0,3608.0
period2_hot_task24,period2_hot,2,hot,24,124710,3608,32,32,0.46875,39.20051624131945,1804.0,3608.0
period2_hot_task25,period2_hot,2,hot,25,124710,3608,32,32,0.40625,32.258251796875,1804.0,3608.0
period2_hot_task26,period2_hot,2,hot,26,124710,3608,32,32,0.59375,750.6233553559027,1804.0,3608.0
period2_hot_task27,period2_hot,2,hot,27,124710,3608,32,32,0.40625,35.537663333333334,1804.0,3608.0
period2_hot_task28,period2_hot,2,hot,28,124710,3608,32,32,0.5,38.46988525173611,1804.0,3608.0
period2_hot_task29,period2_hot,2,hot,29,124710,3608,32,32,0.4375,38.62042621527778,1804.0,3608.0
period2_hot_task30,period2_hot,2,hot,30,124710,3608,32,32,0.375,35.30589420138889,1804.0,3608.0
period2_hot_task31,period2_hot,2,hot,31,124710,3608,32,32,0.5,34.45647035590278,1804.0,3608.0
period2_hot_task32,period2_hot,2,hot,32,124710,3608,32,32,0.46875,1200.0355075434031,1804.0,3608.0
period2_hot_task33,period2_hot,2,hot,33,124710,3608,32,32,0.46875,38.12205568576388,1804.0,3608.0
period2_hot_task34,period2_hot,2,hot,34,124710,3608,32,32,0.65625,27.11301498263889,1804.0,3608.0
period2_hot_task35,period2_hot,2,hot,35,124710,3608,32,32,0.4375,938.6361111371527,1804.0,3608.0
period2_hot_task36,period2_hot,2,hot,36,124710,3608,32,32,0.46875,35.20583267361111,1804.0,3608.0
period2_hot_task37,period2_hot,2,hot,37,124710,3608,32,32,0.5,32.89403940104167,1804.0,3608.0
period2_hot_task38,period2_hot,2,hot,38,124710,3608,32,32,0.59375,213.7351118402778,1804.0,3608.0
period2_hot_task39,period2_hot,2,hot,39,124710,3608,32,32,0.46875,40.30812266493055,1804.0,3608.0
period2_hot_task40,period2_hot,2,hot,40,124710,3608,32,32,0.5,33.69002051215278,1804.0,3608.0
period2_hot_task41,period2_hot,2,hot,41,124710,3608,32,32,0.53125,30.44822060763889,1804.0,3608.0
period2_hot_task42,period2_hot,2,hot,42,124710,3608,32,32,0.4375,41.014952248263896,1804.0,3608.0
period2_hot_task43,period2_hot,2,hot,43,124710,3608,32,32,0.5,38.201241189236114,1804.0,3608.0
period2_hot_task44,period2_hot,2,hot,44,124710,3608,32,32,0.5,71.82588720486112,1804.0,3608.0
period2_hot_task45,period2_hot,2,hot,45,124710,3608,32,32,0.5625,125.5123628732639,1804.0,3608.0
period2_hot_task46,period2_hot,2,hot,46,124710,3608,32,32,0.59375,29.07718961805556,1804.0,3608.0
period2_hot_task47,period2_hot,2,hot,47,124710,3608,32,32,0.4375,37.704493984375006,1804.0,3608.0
period2_hot_task48,period2_hot,2,hot,48,124710,3608,32,32,0.4375,103.06946666666668,1804.0,3608.0
period2_hot_task49,period2_hot,2,hot,49,124710,3608,32,32,0.4375,207.73386334201393,1804.0,3608.0
period2_hot_task50,period2_hot,2,hot,50,124710,3608,32,32,0.46875,31.302761701388885,1804.0,3608.0
period2_hot_task51,period2_hot,2,hot,51,124710,3608,32,32,0.5,99.57645894965277,1804.0,3608.0
period2_hot_task52,period2_hot,2,hot,52,124710,3608,32,32,0.40625,33.112603489583336,1804.0,3608.0
period2_hot_task53,period2_hot,2,hot,53,124710,3608,32,32,0.375,31.745880269097224,1804.0,3608.0
period2_hot_task54,period2_hot,2,hot,54,124710,3608,32,32,0.625,28.339032196180554,1804.0,3608.0
period2_hot_task55,period2_hot,2,hot,55,124710,3608,32,32,0.5625,34.93363291666667,1804.0,3608.0
period3_hot_task0,period3_hot,3,hot,0,748541,5000,32,32,0.5625,27.45375631076389,2500.0,5000.0
period3_hot_task1,period3_hot,3,hot,1,748541,5000,32,32,0.65625,658.6562392100693,2500.0,5000.0
period3_hot_task2,period3_hot,3,hot,2,748541,5000,32,32,0.40625,43.21083905381944,2500.0,5000.0
period3_hot_task3,period3_hot,3,hot,3,748541,5000,32,32,0.4375,37.030870390625,2500.0,5000.0
period3_hot_task4,period3_hot,3,hot,4,748541,5000,32,32,0.53125,29.745873958333334,2500.0,5000.0
period3_hot_task5,period3_hot,3,hot,5,748541,5000,32,32,0.5625,534.9612122222222,2500.0,5000.0
period3_hot_task6,period3_hot,3,hot,6,748541,5000,32,32,0.53125,34.28280084201389,2500.0,5000.0
period3_hot_task7,period3_hot,3,hot,7,748541,5000,32,32,0.6875,41.496479843749995,2500.0,5000.0
period3_hot_task8,period3_hot,3,hot,8,748541,5000,32,32,0.40625,39.519498515624996,2500.0,5000.0
period3_hot_task9,period3_hot,3,hot,9,748541,5000,32,32,0.53125,49.957231692708326,2500.0,5000.0
period3_hot_task10,period3_hot,3,hot,10,748541,5000,32,32,0.46875,30.550498159722224,2500.0,5000.0
period3_hot_task11,period3_hot,3,hot,11,748541,5000,32,32,0.5,33.63626033854167,2500.0,5000.0
period3_hot_task12,period3_hot,3,hot,12,748541,5000,32,32,0.59375,249.7915024045139,2500.0,5000.0
period3_hot_task13,period3_hot,3,hot,13,748541,5000,32,32,0.5,32.249790026041666,2500.0,5000.0
period3_hot_task14,period3_hot,3,hot,14,748541,5000,32,32,0.5,34.53959217881945,2500.0,5000.0
period3_hot_task15,period3_hot,3,hot,15,748541,5000,32,32,0.5,72.68912069444445,2500.0,5000.0
period3_hot_task16,period3_hot,3,hot,16,748541,5000,32,32,0.625,30.243429270833335,2500.0,5000.0
period3_hot_task17,period3_hot,3,hot,17,748541,5000,32,32,0.375,33.689687282986114,2500.0,5000.0
period3_hot_task18,period3_hot,3,hot,18,748541,5000,32,32,0.59375,33.14450027777778,2500.0,5000.0
period3_hot_task19,period3_hot,3,hot,19,748541,5000,32,32,0.46875,35.69676237847222,2500.0,5000.0
period3_hot_task20,period3_hot,3,hot,20,748541,5000,32,32,0.5,34.283316571180556,2500.0,5000.0
period3_hot_task21,period3_hot,3,hot,21,748541,5000,32,32,0.5,36.75927712673611,2500.0,5000.0
period3_hot_task22,period3_hot,3,hot,22,748541,5000,32,32,0.65625,24.332447673611114,2500.0,5000.0
period3_hot_task23,period3_hot,3,hot,23,748541,5000,32,32,0.625,24.530664175347223,2500.0,5000.0
period3_hot_task24,period3_hot,3,hot,24,748541,5000,32,32,0.5625,40.837163420138886,2500.0,5000.0
period3_hot_task25,period3_hot,3,hot,25,748541,5000,32,32,0.53125,28.150039444444445,2500.0,5000.0
period3_hot_task26,period3_hot,3,hot,26,748541,5000,32,32,0.5625,32.03388725694444,2500.0,5000.0
period3_hot_task27,period3_hot,3,hot,27,748541,5000,32,32,0.5,32.80908400173611,2500.0,5000.0
period3_hot_task28,period3_hot,3,hot,28,748541,5000,32,32,0.5,32.67671449652778,2500.0,5000.0
period3_hot_task29,period3_hot,3,hot,29,748541,5000,32,32,0.5625,22.163460121527777,2500.0,5000.0
period3_hot_task30,period3_hot,3,hot,30,748541,5000,32,32,0.5625,74.75179866319445,2500.0,5000.0
period3_hot_task31,period3_hot,3,hot,31,748541,5000,32,32,0.5,1221.3499334461808,2500.0,5000.0
period3_hot_task32,period3_hot,3,hot,32,748541,5000,32,32,0.65625,29.777328767361112,2500.0,5000.0
period3_hot_task33,period3_hot,3,hot,33,748541,5000,32,32,0.5,30.774062708333332,2500.0,5000.0
period3_hot_task34,period3_hot,3,hot,34,748541,5000,32,32,0.5,33.585330546875,2500.0,5000.0
period3_hot_task35,period3_hot,3,hot,35,748541,5000,32,32,0.5625,29.00608067708333,2500.0,5000.0
period3_hot_task36,period3_hot,3,hot,36,748541,5000,32,32,0.40625,35.61010371527777,2500.0,5000.0
period3_hot_task37,period3_hot,3,hot,37,748541,5000,32,32,0.53125,32.099182734375006,2500.0,5000.0
period3_hot_task38,period3_hot,3,hot,38,748541,5000,32,32,0.53125,35.879339453125,2500.0,5000.0
period3_hot_task39,period3_hot,3,hot,39,748541,5000,32,32,0.5,34.52942875868056,2500.0,5000.0
period3_hot_task40,period3_hot,3,hot,40,748541,5000,32,32,0.4375,48.469829600694446,2500.0,5000.0
period3_hot_task41,period3_hot,3,hot,41,748541,5000,32,32,0.4375,48.18248769965278,2500.0,5000.0
period3_hot_task42,period3_hot,3,hot,42,748541,5000,32,32,0.25,41.006685607638886,2500.0,5000.0
period3_hot_task43,period3_hot,3,hot,43,748541,5000,32,32,0.5625,35.095577795138894,2500.0,5000.0
period3_hot_task44,period3_hot,3,hot,44,748541,5000,32,32,0.5,889.7721857986111,2500.0,5000.0
period3_hot_task45,period3_hot,3,hot,45,748541,5000,32,32,0.34375,37.74708564236111,2500.0,5000.0
period3_hot_task46,period3_hot,3,hot,46,748541,5000,32,32,0.4375,28.61133126736111,2500.0,5000.0
period3_hot_task47,period3_hot,3,hot,47,748541,5000,32,32,0.53125,34.815680998263886,2500.0,5000.0
period3_hot_task48,period3_hot,3,hot,48,748541,5000,32,32,0.5625,28.310486953124997,2500.0,5000.0
period3_hot_task49,period3_hot,3,hot,49,748541,5000,32,32,0.5,30.39234497395833,2500.0,5000.0
period3_hot_task50,period3_hot,3,hot,50,748541,5000,32,32,0.5,108.23311166666667,2500.0,5000.0
period3_hot_task51,period3_hot,3,hot,51,748541,5000,32,32,0.65625,113.83298128472222,2500.0,5000.0
period3_hot_task52,period3_hot,3,hot,52,748541,5000,32,32,0.53125,29.872413576388887,2500.0,5000.0
period3_hot_task53,period3_hot,3,hot,53,748541,5000,32,32,0.59375,96.65710224826388,2500.0,5000.0
period3_hot_task54,period3_hot,3,hot,54,748541,5000,32,32,0.5625,44.577764218750005,2500.0,5000.0
period3_hot_task55,period3_hot,3,hot,55,748541,5000,32,32,0.3125,45.29827152777778,2500.0,5000.0
period3_hot_task56,period3_hot,3,hot,56,748541,5000,32,32,0.625,1125.1529820399305,2500.0,5000.0
period3_hot_task57,period3_hot,3,hot,57,748541,5000,32,32,0.46875,36.95626369791667,2500.0,5000.0
period3_hot_task58,period3_hot,3,hot,58,748541,5000,32,32,0.4375,32.94621546875,2500.0,5000.0
period3_hot_task59,period3_hot,3,hot,59,748541,5000,32,32,0.53125,914.638528984375,2500.0,5000.0
period3_hot_task60,period3_hot,3,hot,60,748541,5000,32,32,0.59375,22.110348124999998,2500.0,5000.0
period3_hot_task61,period3_hot,3,hot,61,748541,5000,32,32,0.625,32.781420008680556,2500.0,5000.0
period3_hot_task62,period3_hot,3,hot,62,748541,5000,32,32,0.5625,999.0528816840279,2500.0,5000.0
period3_hot_task63,period3_hot,3,hot,63,748541,5000,32,32,0.625,25.96648310763889,2500.0,5000.0
period3_hot_task64,period3_hot,3,hot,64,748541,5000,32,32,0.4375,39.58303957465277,2500.0,5000.0
period3_hot_task65,period3_hot,3,hot,65,748541,5000,32,32,0.46875,38.351864114583336,2500.0,5000.0
period3_hot_task66,period3_hot,3,hot,66,748541,5000,32,32,0.5625,30.234329071180554,2500.0,5000.0
period3_hot_task67,period3_hot,3,hot,67,748541,5000,32,32,0.53125,27.51759050347222,2500.0,5000.0
period3_hot_task68,period3_hot,3,hot,68,748541,5000,32,32,0.53125,25.96382001736111,2500.0,5000.0
period3_hot_task69,period3_hot,3,hot,69,748541,5000,32,32,0.59375,33.91412305555556,2500.0,5000.0
period3_hot_task70,period3_hot,3,hot,70,748541,5000,32,32,0.53125,34.11392256076389,2500.0,5000.0
period3_hot_task71,period3_hot,3,hot,71,748541,5000,32,32,0.46875,34.41063163194445,2500.0,5000.0
period3_hot_task72,period3_hot,3,hot,72,748541,5000,32,32,0.53125,32.15237770833333,2500.0,5000.0
period3_hot_task73,period3_hot,3,hot,73,748541,5000,32,32,0.59375,33.97711685763889,2500.0,5000.0
period3_hot_task74,period3_hot,3,hot,74,748541,5000,32,32,0.5625,30.77175422743056,2500.0,5000.0
period3_hot_task75,period3_hot,3,hot,75,748541,5000,32,32,0.46875,29.200549192708333,2500.0,5000.0
period3_hot_task76,period3_hot,3,hot,76,748541,5000,32,32,0.4375,570.695627717014,2500.0,5000.0
period3_hot_task77,period3_hot,3,hot,77,748541,5000,32,32,0.5,425.69568307291667,2500.0,5000.0
period4_hot_task0,period4_hot,4,hot,0,990006,5000,32,32,0.4375,34.668420052083334,2500.0,5000.0
period4_hot_task1,period4_hot,4,hot,1,990006,5000,32,32,0.6875,27.260546380208332,2500.0,5000.0
period4_hot_task2,period4_hot,4,hot,2,990006,5000,32,32,0.625,27.054044618055556,2500.0,5000.0
period4_hot_task3,period4_hot,4,hot,3,990006,5000,32,32,0.5625,31.169800381944448,2500.0,5000.0
period4_hot_task4,period4_hot,4,hot,4,990006,5000,32,32,0.53125,32.701670937500005,2500.0,5000.0
period4_hot_task5,period4_hot,4,hot,5,990006,5000,32,32,0.59375,128.16504966145834,2500.0,5000.0
period4_hot_task6,period4_hot,4,hot,6,990006,5000,32,32,0.53125,172.61976824652777,2500.0,5000.0
period4_hot_task7,period4_hot,4,hot,7,990006,5000,32,32,0.625,28.49990353298611,2500.0,5000.0
period4_hot_task8,period4_hot,4,hot,8,990006,5000,32,32,0.5,32.770040164930556,2500.0,5000.0
period4_hot_task9,period4_hot,4,hot,9,990006,5000,32,32,0.625,42.52848225694444,2500.0,5000.0
period4_hot_task10,period4_hot,4,hot,10,990006,5000,32,32,0.4375,92.78411619791666,2500.0,5000.0
period4_hot_task11,period4_hot,4,hot,11,990006,5000,32,32,0.46875,32.113290373263894,2500.0,5000.0
period4_hot_task12,period4_hot,4,hot,12,990006,5000,32,32,0.4375,52.460338480902784,2500.0,5000.0
period4_hot_task13,period4_hot,4,hot,13,990006,5000,32,32,0.40625,31.031918697916666,2500.0,5000.0
period4_hot_task14,period4_hot,4,hot,14,990006,5000,32,32,0.5,488.7138583072917,2500.0,5000.0
period4_hot_task15,period4_hot,4,hot,15,990006,5000,32,32,0.53125,210.04711269965279,2500.0,5000.0
period4_hot_task16,period4_hot,4,hot,16,990006,5000,32,32,0.5625,28.60349584201389,2500.0,5000.0
period4_hot_task17,period4_hot,4,hot,17,990006,5000,32,32,0.5,32.522129184027776,2500.0,5000.0
period4_hot_task18,period4_hot,4,hot,18,990006,5000,32,32,0.5625,39.04088896701389,2500.0,5000.0
period4_hot_task19,period4_hot,4,hot,19,990006,5000,32,32,0.53125,23.619240703125,2500.0,5000.0
period4_hot_task20,period4_hot,4,hot,20,990006,5000,32,32,0.53125,26.120012604166668,2500.0,5000.0
period4_hot_task21,period4_hot,4,hot,21,990006,5000,32,32,0.5,32.91517020833333,2500.0,5000.0
period4_hot_task22,period4_hot,4,hot,22,990006,5000,32,32,0.53125,124.52731822916667,2500.0,5000.0
period4_hot_task23,period4_hot,4,hot,23,990006,5000,32,32,0.46875,35.95780274305556,2500.0,5000.0
period4_hot_task24,period4_hot,4,hot,24,990006,5000,32,32,0.40625,38.95202671875,2500.0,5000.0
period4_hot_task25,period4_hot,4,hot,25,990006,5000,32,32,0.40625,30.355980850694444,2500.0,5000.0
period4_hot_task26,period4_hot,4,hot,26,990006,5000,32,32,0.375,147.19960582465276,2500.0,5000.0
period4_hot_task27,period4_hot,4,hot,27,990006,5000,32,32,0.53125,30.00884282986111,2500.0,5000.0
period4_hot_task28,period4_hot,4,hot,28,990006,5000,32,32,0.53125,34.454003281249996,2500.0,5000.0
period4_hot_task29,period4_hot,4,hot,29,990006,5000,32,32,0.375,34.657732925347226,2500.0,5000.0
period4_hot_task30,period4_hot,4,hot,30,990006,5000,32,32,0.6875,24.68579652777778,2500.0,5000.0
period4_hot_task31,period4_hot,4,hot,31,990006,5000,32,32,0.53125,30.289514644097224,2500.0,5000.0
period4_hot_task32,period4_hot,4,hot,32,990006,5000,32,32,0.5625,26.43889484375,2500.0,5000.0
period4_hot_task33,period4_hot,4,hot,33,990006,5000,32,32,0.53125,35.29337902777778,2500.0,5000.0
period4_hot_task34,period4_hot,4,hot,34,990006,5000,32,32,0.53125,28.809824427083335,2500.0,5000.0
period4_hot_task35,period4_hot,4,hot,35,990006,5000,32,32,0.59375,26.32698185763889,2500.0,5000.0
period4_hot_task36,period4_hot,4,hot,36,990006,5000,32,32,0.3125,33.70447464409722,2500.0,5000.0
period4_hot_task37,period4_hot,4,hot,37,990006,5000,32,32,0.4375,85.20483223090278,2500.0,5000.0
period4_hot_task38,period4_hot,4,hot,38,990006,5000,32,32,0.46875,35.37601521701389,2500.0,5000.0
period4_hot_task39,period4_hot,4,hot,39,990006,5000,32,32,0.40625,29.50293084201389,2500.0,5000.0
period4_hot_task40,period4_hot,4,hot,40,990006,5000,32,32,0.5,141.5676554861111,2500.0,5000.0
period4_hot_task41,period4_hot,4,hot,41,990006,5000,32,32,0.625,29.913439418402778,2500.0,5000.0
period4_hot_task42,period4_hot,4,hot,42,990006,5000,32,32,0.625,908.2282592013888,2500.0,5000.0
period4_hot_task43,period4_hot,4,hot,43,990006,5000,32,32,0.375,33.77699711805556,2500.0,5000.0
period4_hot_task44,period4_hot,4,hot,44,990006,5000,32,32,0.46875,32.654952039930556,2500.0,5000.0
period4_hot_task45,period4_hot,4,hot,45,990006,5000,32,32,0.4375,29.55380683159722,2500.0,5000.0
period4_hot_task46,period4_hot,4,hot,46,990006,5000,32,32,0.4375,157.12237982638888,2500.0,5000.0
period4_hot_task47,period4_hot,4,hot,47,990006,5000,32,32,0.625,354.7995317274306,2500.0,5000.0
period4_hot_task48,period4_hot,4,hot,48,990006,5000,32,32,0.65625,47.15747256076389,2500.0,5000.0
period4_hot_task49,period4_hot,4,hot,49,990006,5000,32,32,0.5625,1246.739518767361,2500.0,5000.0
period4_hot_task50,period4_hot,4,hot,50,990006,5000,32,32,0.375,36.03028893229167,2500.0,5000.0
period4_hot_task51,period4_hot,4,hot,51,990006,5000,32,32,0.59375,45.91859709201389,2500.0,5000.0
period4_hot_task52,period4_hot,4,hot,52,990006,5000,32,32,0.46875,30.917713446180557,2500.0,5000.0
period4_hot_task53,period4_hot,4,hot,53,990006,5000,32,32,0.59375,225.15241049479164,2500.0,5000.0
period4_hot_task54,period4_hot,4,hot,54,990006,5000,32,32,0.6875,27.116335598958333,2500.0,5000.0
period4_hot_task55,period4_hot,4,hot,55,990006,5000,32,32,0.65625,61.02496341145834,2500.0,5000.0
period4_hot_task56,period4_hot,4,hot,56,990006,5000,32,32,0.46875,30.313809071180557,2500.0,5000.0
period4_hot_task57,period4_hot,4,hot,57,990006,5000,32,32,0.59375,35.39401846354166,2500.0,5000.0
period4_hot_task58,period4_hot,4,hot,58,990006,5000,32,32,0.375,34.41192966145833,2500.0,5000.0
